user_index,public_key,secret_key,payment_id,amount_xlm,academic_term,create_tx_hash,deposit_tx_hash,status,explorer_contract_url,timestamp
11,GADM52ZQXCOTELE5PXEZOPSFFNIGO2PFSMOJPOPSEPEE6FYKBZNFYFN2,SBZG7BCPH6QWB6X7VO3EUC5ZFWXUKYUX4F2ZZOZN2XANOTCTDVFJ24PG,pay_u11_6243,58,"Spring 2027",228555c20e1eacc108f4b09e9e547e7307f087b6fbab698169d141b7c3aef5a1,865b888e1e65df21e93a43756b0684b41cedb7c84503dea3cb15efddab09eb87,Escrowed,https://stellar.expert/explorer/testnet/tx/865b888e1e65df21e93a43756b0684b41cedb7c84503dea3cb15efddab09eb87,2026-08-30T06:12:32.487Z
12,GCCRNXSHHMB5UMOMM77Z2ZMJKLV57DZFQOOXQERPI2BBHZYLVTIBXAHZ,SBM7RYLF3MANPRUZ4CH2Y67YEM7IZBTL2N6RCZ7P7ZOGTONPCSE3UILS,pay_u12_9216,61,"Summer 2026",a738300c0271306ead5b212125cb1a3f68fe821f9b860cb203c664af5a389bbf,cac2dca7fd7f349e96c10619ac91e479cc75953cc4c06fa1599ede5ad51eba63,Escrowed,https://stellar.expert/explorer/testnet/tx/cac2dca7fd7f349e96c10619ac91e479cc75953cc4c06fa1599ede5ad51eba63,2026-08-30T06:12:57.567Z
13,GDJEOZOAS4PMW3NTTQSLWG26I4S5UYFX5IMFPNDJ7PNKKQLO25E5NVCE,SBDIXKRGPQUELQ2LYA47JVQA3OH4J6DODIRKQITQ7U7GBUJDOL5BOC5T,pay_u13_1898,64,"Winter 2026",4e6d9fdab349dc588796ed9df29fdf5cf7cd7a569bebf0e1cc78f8ebe9e191a1,10842dca1a29e1835111badf97e0c27511d3aa8e02aa5923489a1f9e3a28bc65,Escrowed,https://stellar.expert/explorer/testnet/tx/10842dca1a29e1835111badf97e0c27511d3aa8e02aa5923489a1f9e3a28bc65,2026-08-30T06:13:24.000Z
14,GDNUJMS5DVD4DLZC6XETRNTGVN5OVX6ETHEVV5GII6FN3STSNKDWT7AS,SCFQ2R3EPAPWRPKZFXKCDCCIFWMXXZQNSWDUMYWRDWXP33TAY4REOOPF,pay_u14_6025,67,"Fall 2027",baf1e8470cbcde00652be538067bca3856db6925558bccc36ea4511842682e7f,10aff7b76a171ddf19b6dd26a2c87901c3c3acad06b75a468d58a153d1cc0dec,Escrowed,https://stellar.expert/explorer/testnet/tx/10aff7b76a171ddf19b6dd26a2c87901c3c3acad06b75a468d58a153d1cc0dec,2026-08-30T06:13:53.456Z
15,GA6BNMYQBE4QX5MCGX46SKJJVFYG6VLV4HVDUZAXKXNDTXMQSCWFR5GS,SAUARLP65SZ6IHOQTQXHXMSWNCDZHQI7Y2ANKZWZYOHUF5K6XQDXR5RE,pay_u15_8267,70,"Fall 2026",93078f7eca626821927e8f47f1c6596233183b5339287f7cc43e9cdbd0426a38,cdb33d5860c7d416b25397274f34786cc66a7db1feac55d9d7023d329051ada3,Escrowed,https://stellar.expert/explorer/testnet/tx/cdb33d5860c7d416b25397274f34786cc66a7db1feac55d9d7023d329051ada3,2026-08-30T06:14:18.582Z
16,GDEUXERHKWMH5XEXI5TKEQVZIUO6NS4Q3B72MYV2PJN3DWP465MYMT3M,SCWMJY2F7NZ25UQ2BHMHTFFLJFCO2LWONZXW3T4E2JKIPWJW3UUF5STE,pay_u16_8789,73,"Spring 2027",132b54e2176f5f29678c51c2bf2e0fc6f7a97942ae802071fd46ace9f50b87ed,2acad1e947e9b8489b25dd9d2e656cbd372cb99cd334de41bb95cefb59c3f036,Escrowed,https://stellar.expert/explorer/testnet/tx/2acad1e947e9b8489b25dd9d2e656cbd372cb99cd334de41bb95cefb59c3f036,2026-08-30T06:14:42.544Z
17,GAGM67BN6EAAWX4V6SRGKOYDA3FIHQ2IQ7QFJF3DUBPV723BZ3FS5AX5,SDHKCL3YXTIZUXQHXZHFQ35SCI7DJBTYAI5YSWRGHCBIT4BF52HDM5L6,pay_u17_8947,76,"Summer 2026",be342a189d1dbad09d04d3c84e06fb68d77755da0575970e2f9e14b7ad28b6ac,58018697ff8580251b120d721d434f3628f1c62b30db0c9f7d500708efbf8208,Escrowed,https://stellar.expert/explorer/testnet/tx/58018697ff8580251b120d721d434f3628f1c62b30db0c9f7d500708efbf8208,2026-08-30T06:15:06.156Z
18,GA3UEQWXS3TJ3KKVCV66CXTJCVDTCVIQYDMP5JO3QSGHJFMZAG43SKC5,SBUJXOPWV3TNNHEA57BPOYIZTINF3Z256MW5Y7KODQUL6CAY53VCTT6T,pay_u18_9019,79,"Winter 2026",dbf953c2436b23b1fd1f4c12091a61fc0147489431ab48042f17bda68753d5eb,709e9732de8b4972bbbbf255e6eb9f172e67de4d4d8f99b90cf622f6814e3411,Escrowed,https://stellar.expert/explorer/testnet/tx/709e9732de8b4972bbbbf255e6eb9f172e67de4d4d8f99b90cf622f6814e3411,2026-08-30T06:15:23.963Z
19,GDYEXUXBDJWOACICB3N4H6EGUHGLGWUGGMG5YYKBSHKQ2MM32UYSBIDY,SD23ZFHBTFJX7SPLXYXPVWO3P7VGQHDBIJW7LJONPCBV4DW2RZRZJGHK,pay_u19_1371,82,"Fall 2027",2d1121f1f568faae0da40403f766c569a403b69b7695c4432bfb380fcc902246,3f6e6d28b8d7839d5889e377d13abf646bb88d980740f641f0af9ad8892ba8db,Escrowed,https://stellar.expert/explorer/testnet/tx/3f6e6d28b8d7839d5889e377d13abf646bb88d980740f641f0af9ad8892ba8db,2026-08-30T06:15:38.591Z
20,GD3SU2UDNTIMIX2VAP5PUHYS6OITBC55NTV5NCRFHEY4G3MTVWBRUTI7,SD36OEF4TU5EKERBCNFW2EHX4KDRU2S7FWNRYDHYSSBKWOY63FFAZULS,pay_u20_4738,85,"Fall 2026",dd3e89a932b09f062426806e5f9140a031e3ab5a438cd8741d76a934c62bd1b0,3e9833228256935ccaedb3fdf7f773aec6dea2472eb9b6853b9ce53d75f21920,Escrowed,https://stellar.expert/explorer/testnet/tx/3e9833228256935ccaedb3fdf7f773aec6dea2472eb9b6853b9ce53d75f21920,2026-08-30T06:15:58.524Z
21,GABEC7FEHFBIMJK6FXJ44IASPO3U2JB4EZEK6ES4E7556UJADBHOA37X,SCEEPHLHCCKAEWKMNPZZUJQPSPSAIHOGDAOTKIL4VGBFRGEW2AQ4ESP3,pay_u21_7694,88,"Spring 2027",fec9d70655bf12105b7fea81c7ee030194c787ef35326e79067fad7b2cf7cdd4,d7fd23afc3aa24e524012b912f5d746b8dbe714fa48380095f896e20bfa77158,Escrowed,https://stellar.expert/explorer/testnet/tx/d7fd23afc3aa24e524012b912f5d746b8dbe714fa48380095f896e20bfa77158,2026-08-30T06:16:13.509Z
22,GDS7WRZDF4KM7DT5JGHNNK5CNXE3IKKCOTDNKHTVNQ7LOJPOX5VG5ONV,SCJIBZIUY7KIY7EIGLAWG33YVVQFV56LD7LMVLFSILX3O4X6O3RDKHLG,pay_u22_1070,91,"Summer 2026",db93b1c8e2569bb3e120d6b6975ecb6f1585b1eadc1d5449e72620c210883cf9,7378b297cf5af5a19468d2c6382400135aa52e5d957b864dbebd969c9107f45d,Escrowed,https://stellar.expert/explorer/testnet/tx/7378b297cf5af5a19468d2c6382400135aa52e5d957b864dbebd969c9107f45d,2026-08-30T06:16:29.310Z
23,GCR72UD245TCZZTU6L6OFWSDNBM5YEXJHW7N76LCZ5JSYD4DGBTK4YWT,SB66NZQHARBXBLLT54NL3C3ROVARLQ3ICK4I5YXKL2V6HCULL25VLMAY,pay_u23_7521,94,"Winter 2026",7681edc5288ae276a56476b940e2ecd69d661e76911ae70ada4e2e37c99912c9,5b23077dc3fdb573782ed98f40aa33cbe41648603319224e98715a1bfdff7280,Escrowed,https://stellar.expert/explorer/testnet/tx/5b23077dc3fdb573782ed98f40aa33cbe41648603319224e98715a1bfdff7280,2026-08-30T06:16:53.989Z
24,GA22HLAOC6P4F24TN5MWJ6NRMEE3QIXP5GK6XDSMQXABX2PNWF3AATAZ,SBBP2FZ3M335XBDHP45NNQ6HPRNYAXENJHGYRQIGAPFSVQH5WBUW3GLY,pay_u24_7117,97,"Fall 2027",966cfacbe1bee66a7d908b3a7c5f33126127c9bcfc06b9f5a3de734aa540d988,c1e1a7e032ecf570d2429f07f534b8e5f3eb152e05111459dffd25fa1f096919,Escrowed,https://stellar.expert/explorer/testnet/tx/c1e1a7e032ecf570d2429f07f534b8e5f3eb152e05111459dffd25fa1f096919,2026-08-30T06:17:13.659Z
25,GBO6DKGHRTHQVLWSYABHJGWSSUMBEYLGKM6UE7JKXMP6M5DIGLREOB22,SCT5LOZFYVVIHJGWZHQAT6R2YEGUK7FZVMLPFCE7JSRHIDZWVYRFFOFO,pay_u25_9754,100,"Fall 2026",786555f2d2326cf1d0a067fea7f3bd8b455b101a43cacd7db7a4a7abbb878c59,4a4303cd3871bc16ec8aacb1a77975a45306cededb8184112ab544455f977b32,Escrowed,https://stellar.expert/explorer/testnet/tx/4a4303cd3871bc16ec8aacb1a77975a45306cededb8184112ab544455f977b32,2026-08-30T06:17:28.695Z
26,GDYAEZQVMHW2TZWZFC3Y6JBGKI6ZSRZADSRLYZO3Q63XBFXU3CVZLFD2,SBU2PGV5XM7YHEAR3K6UM2AFBWUPUVR4MDJXFGUWDTJHBPGRTL7EHFOH,pay_u26_2910,103,"Spring 2027",9d34e48f27f42661f20acb5e03c80f0a531dcab874c6619f6df1198005458446,8810c075aa09e46568b398bef4e33391f06c1a8cee9de406e356694f51d6b898,Escrowed,https://stellar.expert/explorer/testnet/tx/8810c075aa09e46568b398bef4e33391f06c1a8cee9de406e356694f51d6b898,2026-08-30T06:17:43.068Z
27,GB47JGUUGVPSLA6JMX3VQ3DCQOIX7QS7ES63JW5RGYKPCNP4ULZ4IWF3,SD3YAVLCKBGIIVWPU6O3EDAUIOFZX6G6S72SXW4W43OLZI3F2DSMHGFQ,pay_u27_8415,106,"Summer 2026",4ccbe78e7b90483b90c04b522f06039b2047c0520ebb94c844e7c45d27687ee4,ba32cf4b363e4b219e003ee1c7c449a9f66f2d9e9904b61f592b811fdfd9b209,Escrowed,https://stellar.expert/explorer/testnet/tx/ba32cf4b363e4b219e003ee1c7c449a9f66f2d9e9904b61f592b811fdfd9b209,2026-08-30T06:17:58.812Z
28,GD3EIFANXPWRLN6GLAQU6TCQBAITE423UCRRQBN2Q6FBFHLKFQOUO7BW,SATMP74CAC67SZHO7EOQPFGU3ZY3WJVOFV2K6ZOYEXPCEHCXUPZC2B77,pay_u28_2333,109,"Winter 2026",f32126a0082e1fa366d4d16e2e09db88630136708e1903cdc91591044df427bd,e8ada9f8ee736d50fbb8595978e3150b0146d44126a5cd4a741a5ae33e596e86,Escrowed,https://stellar.expert/explorer/testnet/tx/e8ada9f8ee736d50fbb8595978e3150b0146d44126a5cd4a741a5ae33e596e86,2026-08-30T06:18:13.851Z
29,GBCZKKMU7DLLNJZMCRZ4QVMDSD2N7P36RJCWRP4EE55Y2CIXQ2MALFEG,SADGODXA2UL2PBTWB7KWVUJOOLMTZQQGP6X4LQ3YBMGXIA4QPRKKW3SM,pay_u29_5408,112,"Fall 2027",ddeed8ed940d7d6070bbcd1096f58878fb38d651ebe1dd7244de432fa89498b8,904a0930dd2fd3cb0e6d5fa3291a04b5074c711e980deb6066ec934c5bf06688,Escrowed,https://stellar.expert/explorer/testnet/tx/904a0930dd2fd3cb0e6d5fa3291a04b5074c711e980deb6066ec934c5bf06688,2026-08-30T06:18:29.798Z
30,GAYFHIMSSLF25KZVZOURAGQU4KPOUTKPAJYSUANZ37I75P6FEG76C7C6,SAEJWUHPGHHKHOHSZHXJSC6DUK2744MI4T3JML4HOURUJ6A7KNMJIGJN,pay_u30_9124,115,"Fall 2026",e4538e86e4c50624b975bd4bd1c61c5bb255c9dbb9e2d6ed2e7c5c5d034428c2,83c756c68986492c1e498e6fb874cf03972f6a8803caa9700ec62933aef2a541,Escrowed,https://stellar.expert/explorer/testnet/tx/83c756c68986492c1e498e6fb874cf03972f6a8803caa9700ec62933aef2a541,2026-08-30T06:18:48.086Z
31,GCAFSXDMT2WF2HSEX4O3BNFNTIMMDXQF7PVX7DVJWIITT5H4SMGIUPOD,SDAWZIQ7Z6Z5NUY7BAUMYUF4MEEYQVEPIMNJ5IHZRX2AXLHDW5XSV5GS,pay_u31_1325,118,"Spring 2027",f02eac631b2149e660a7a9840fe919d4a7316e65803eb6ce2b9ca0595dda92cb,067f04ef6d73d26df2a23044caf7a68644f13422ec018d2ed69595d263fee30e,Escrowed,https://stellar.expert/explorer/testnet/tx/067f04ef6d73d26df2a23044caf7a68644f13422ec018d2ed69595d263fee30e,2026-08-30T06:19:03.533Z
32,GCR6BEUITOIEOXY2GF3BL4ZD36ZJ5HMZLJGUOFODTQL45PKUEY4OGHYJ,SBI35SQNEDKBQZNA6NARWMZ32HJICF3XVI7MF4LBJJHA6BAQUDY3XR6C,pay_u32_6672,121,"Summer 2026",4298cf512c7a892d8e3d0cdc6c1d7ad2f569d1daa40ab8bd997d3bb3671b46f5,79bc62c92247afc1c29baac49988531b5ca630bbd098ba56441ce59bfe577eeb,Escrowed,https://stellar.expert/explorer/testnet/tx/79bc62c92247afc1c29baac49988531b5ca630bbd098ba56441ce59bfe577eeb,2026-08-30T06:19:18.262Z
33,GB33TW2P2PCFGOTDS6IOYIUWGKQLAADH5N3TV5JFVILGUFLGKI4VV5J6,SDHVBQ3GBEGHYEWOMLHMF2O2YFKGIVKNB3Z7YRWPD2RX63ZPI66WTGT6,pay_u33_2176,124,"Winter 2026",16238c4bd64df11ab2d8bae2de57cb059d438a43ead8109a0303c828475fac12,7eaa586818f66d150af784525c68e747ea6f56b94555eada883d00e5062cffe0,Escrowed,https://stellar.expert/explorer/testnet/tx/7eaa586818f66d150af784525c68e747ea6f56b94555eada883d00e5062cffe0,2026-08-30T06:19:33.433Z
34,GBDZ5U3MY63PJ4MKRSGMRAHD2G7SXFJ77ASEXWA2DBBYVRDSC5FIW5L5,SCMYZ65R5MRBBEP35BH3BZ5GW46XSVTEEFLXFH2ODJCIZ7U4QBDMBV4C,pay_u34_3678,127,"Fall 2027",ccd9c0c9d74223f6e22bfced117375f47d6e3b5fe01a6f33cb372d44b7186260,4e41f02a1bc7c93048ba33dc2b95b0d53983d60d7450195dd7b990fd15fd7230,Escrowed,https://stellar.expert/explorer/testnet/tx/4e41f02a1bc7c93048ba33dc2b95b0d53983d60d7450195dd7b990fd15fd7230,2026-08-30T06:19:48.056Z
35,GD6LOLU4XAITPB22LLQR4PBUBNEQPDVSCRSL7CCLGV5RXOQVOA4D6P2D,SCEOXLIQ5K3Y7GADK53X4ZA6LFYTZLHOTTEZ7I452TZIGTXXCAIIADAF,pay_u35_3708,130,"Fall 2026",9a079e19ac7234c779de1faf2982ca08b1e74c2978deab5310ca93353a08059e,fcf7ca3b160bc134affb1b54d0256a62d4902f36ef8a43b0f7c2622f1c182fb8,Escrowed,https://stellar.expert/explorer/testnet/tx/fcf7ca3b160bc134affb1b54d0256a62d4902f36ef8a43b0f7c2622f1c182fb8,2026-08-30T06:20:03.523Z
36,GBZI5OX2AVZHXZNSLUIW7E4MRGQGBWMDOIFS6DB2QWJGC6TOE3EXGVJV,SAZSHENXORN4ZFFWOZGJGJXWCGIO4PCDPRET6JFRJ2B3TI4CWAJTC6QH,pay_u36_2040,133,"Spring 2027",74b99223e6e41553de33f989cd72f8463b772be3ce4aeeea1dcd6d1541c499cb,6f2478d6310ff1aa729d086acc00e3293ae93c5163204c3ceeaf5d6110663db7,Escrowed,https://stellar.expert/explorer/testnet/tx/6f2478d6310ff1aa729d086acc00e3293ae93c5163204c3ceeaf5d6110663db7,2026-08-30T06:20:18.882Z
37,GAXW6NGAEETXLAYTAFJH35U52RQZYDWWQ3MJZFMHKNCJ24JYW7HBKIVR,SB5FFCHIKDVXWGRYBYMLOOWLJ6YNGVMYV243UV6VVLZ3P7NTXNYPFLYE,pay_u37_8131,136,"Summer 2026",e8f9eb194dc7fe9a54cfe695a246fd53aed5e02fe057e4d1c712f7e8a0ab708f,6791880f5b5ca439ab01d937c1a1ed2f9ab8d92b29bd3d3dbfe6b37f13a6bf84,Escrowed,https://stellar.expert/explorer/testnet/tx/6791880f5b5ca439ab01d937c1a1ed2f9ab8d92b29bd3d3dbfe6b37f13a6bf84,2026-08-30T06:20:33.635Z
38,GDU7GUEP44GKVKG4GGPN6QS4RQEPLUQC3S3UZBKQGBLZNR7ZPGSIXCCD,SDMQDTXV4F2RPPQ73HGYHYRM24PKCGQ2X344P22YVJCXYDV2GQVHHDY3,pay_u38_2220,139,"Winter 2026",5e39ca1c6747e3f5b701c595796e1f1c3c95150e6bcc6b09e89898440d2eaf8a,3dbfd5f7e4d93bde546e2340e8bf2ea2824f1419ac4f2979efcc0c02be427031,Escrowed,https://stellar.expert/explorer/testnet/tx/3dbfd5f7e4d93bde546e2340e8bf2ea2824f1419ac4f2979efcc0c02be427031,2026-08-30T06:20:48.680Z
39,GBYMEO7JCNK5S4ZDC42NAMVD4VYGX3SIXUPFCATAWHMVT4FG5FZQ5DSB,SCLSM3IHENXI7HP4SYHF5GKSVOHBFOKBU264ZCPU6JOYBRFKC2YISYJJ,pay_u39_4000,142,"Fall 2027",e03d58f604f560518910244d9d473ae36991ba418f9e25f51e19da665571c4a0,1baaa0cd8dfc9b96eddde650bbd02a8c81053b6894df77a3c4bf7d84fe11dc57,Escrowed,https://stellar.expert/explorer/testnet/tx/1baaa0cd8dfc9b96eddde650bbd02a8c81053b6894df77a3c4bf7d84fe11dc57,2026-08-30T06:21:02.712Z
40,GDEB2SXXRR2UO3W6G7M2VEOEGC6TW3XQIUQJHZ5LH4XJZUOROWLTABE7,SAZ2AS53ZKNJ2CQBHCOUZQHRP5QQ2SUKT2NHM7SUM67ISN5JSUXXTDCC,pay_u40_3688,145,"Fall 2026",30a122297987003486a041dbaa13ea8e069e0905e5bb3ba0633103dfed33a917,a12a60da5f0712897d68c28056eee63a4f877bd6e972f895b31b3cbd1788cea5,Escrowed,https://stellar.expert/explorer/testnet/tx/a12a60da5f0712897d68c28056eee63a4f877bd6e972f895b31b3cbd1788cea5,2026-08-30T06:21:18.913Z
41,GA2WQEWHH57F5KUGWBYKCDDPZSEQO4KM2XR4UXOHGNAEAAXLXDMBAHYL,SDQM7VNHICNQWPJYUPGTT3WGNKNK3FMUAO6KY3SSJGQSYO56CETCM7BJ,pay_u41_8210,148,"Spring 2027",0aeb1d5c4f649e597708eec6306abedc93ced3a745534c7b2cf916418d10b4e3,bd64685101df98b39c4adbff81d1e879d553445aa35edb21e3c5207e3751c47f,Escrowed,https://stellar.expert/explorer/testnet/tx/bd64685101df98b39c4adbff81d1e879d553445aa35edb21e3c5207e3751c47f,2026-08-30T06:21:34.970Z
42,GC3Q55VGHGJQJDNGLDVY6VCOWSUOR3H3XOYZCYR6OTZ3EZNLATOQI4V3,SB6CZYKI4STBU3CLCUNQNFL7BSDMEH77ULTCJ2ZXVN2TQLWZOF7RKP6L,pay_u42_1015,151,"Summer 2026",4795b659155a37c93e68023ae1a3f1b94c05a97f10a4fd9c26b45f674807f58a,51d46d0a4f2cffe3bc66aa31aad8459569b88e8ee60b455ccf407e007b4bb1e0,Escrowed,https://stellar.expert/explorer/testnet/tx/51d46d0a4f2cffe3bc66aa31aad8459569b88e8ee60b455ccf407e007b4bb1e0,2026-08-30T06:21:53.082Z
43,GBUCOH65F5GKFAMMRB6HMJHOAHIOX3QSGY6HJA43PFOCJEKWSAN66GS7,SB6AZRTJBJ3KBGJW67MH2G6OI2ETXMKIHXCLAKGQORE5PRJ7ADWXBDL7,pay_u43_7513,154,"Winter 2026",eac566eaa7311779379e2bea5af1953f239c776240f97f6249f34e3c5f26219c,e6e7d74743a894f75845de6ef6db48c66553b0cc1bbbab5b9bd1fd084bff087d,Escrowed,https://stellar.expert/explorer/testnet/tx/e6e7d74743a894f75845de6ef6db48c66553b0cc1bbbab5b9bd1fd084bff087d,2026-08-30T06:22:08.357Z
44,GBPSMTM45CHGDA7R5BUTRXSFRBG4FH36MMKX6NJVXGQKLZLHQ3JUKJNU,SCY5HZOCT2RZKS253DJMZEOJ42C7WYVAMMLXDN73G7VQDJZWRN3N3X4B,pay_u44_2762,157,"Fall 2027",067128d11c1558e27102263b6da350e0124aa259b36d31290c50f7df23a8afd3,0efc64ac3a2511b07b5ab8a6c79a974931042d06f05283ebdb25bbbcd9948bde,Escrowed,https://stellar.expert/explorer/testnet/tx/0efc64ac3a2511b07b5ab8a6c79a974931042d06f05283ebdb25bbbcd9948bde,2026-08-30T06:22:23.196Z
45,GDOIAOKKIPQMQCBZU5GIT3KKNDO3464FBLGSS7FI7ILDWXS3LZJHN6H5,SCVVK6ZGIGMKP7MTCTA3575SUJVJYLWKRCYAQ2IBPQC2K5ALMHQ7XQV7,pay_u45_6692,160,"Fall 2026",d667ace6fb049a677ddd50b32a0a64bff4b36d9fbd7502ac50b92e24d47e00ed,77ca7d2379759828bba09b1982b68cdbe5e5c520aee895d883d97edba4ad4d28,Escrowed,https://stellar.expert/explorer/testnet/tx/77ca7d2379759828bba09b1982b68cdbe5e5c520aee895d883d97edba4ad4d28,2026-08-30T06:22:38.149Z
